ascl_id	credit	described_in	citation_method
1309.004	Budavári, Tamás; Dobos, László; Fekete, György; Gray, Jim; Szalay, Alex	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010PASP..122.1375B";}	http://adsabs.harvard.edu/abs/2010PASP..122.1375B
1309.005	Johnson, Seth	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013MNRAS.436.2535J";}	http://adsabs.harvard.edu/abs/2013MNRAS.436.2535J
1309.006	Kale, Sonali; Vijayaraman, T. M.; Kembhavi, Ajit; Krishnan, P. R.; Navelkar, Amey, Hedge, Hrishikesh; Kulkarni, Pallavi; Balaji, K. D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004ASPC..314..350K";}	
1309.007	Urunkar, Nilesh; Kembhavi, Ajit K.; Navelkar, Ameya; Pandya, Jagruti; Moosani, Vivekananda; Nair, Prameela; Shaikh, Mohasin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009ASPC..407..420D";}	
1309.008	VOStat Development Group	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009ASPC..407..420D";}	
1310.001	Jenness, Tim; Economou, Frossie; Cavanagh, Brad; Currie, Malcolm J.; Gibb, Andy	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008AN....329..295C";i:1;s:51:"http://adsabs.harvard.edu/abs/2015A%26C.....9...40J";}	http://adsabs.harvard.edu/abs/2015A&C.....9...40J
1310.002	Guillet, Thomas; Chapon, Damien; Labadens, Marc	a:1:{i:0;s:53:"https://ui.adsabs.harvard.edu/abs/2012ASPC..461..837L";}	
1310.003	Hom, Erik; Haase, Sebastian; Marchis, Franck	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007JOSAA..24.1580H";}	
1310.004	Carbillet, Marcel; Fini, Luca; Anconelli, Barbara; Desiderà, Gabriele; La Camera, Andrea; Bertero, Mario; Boccacci, Patrizia	a:4:{i:0;s:27:"http://2001ASPC..238..404C,";i:1;s:27:"http://2002A&A...387..733C,";i:2;s:27:"http://2012SPIE.8445E..3EL,";i:3;s:26:"http://2014SPIE.9148E..4UC";}	
1310.005	Bourgès, Laurent; Mella, Guillaume; Lafrasse, Sylvain; Duvert, Gilles	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011ASPC..442..489D";}	This research has made use of the Jean-Marie Mariotti Center Aspro service, with the following footnote: Available at http://www.jmmc.fr/aspro
1310.006	Bourke, Stephen; van Langevelde, Huib Jan; Torstensson, Karl; Golden, Aaron	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ExA....36...59B";}	
1310.007	Jenness, Tim; Chapin, Edward L.; Berry, David S.; Gibb, Andy G.; Tilanus, Remo P. J.; Balfour, Jennifer; Tilanus, Vincent; Currie, Malcolm J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013MNRAS.430.2545C";}	
1311.001	SciDB Team	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012JPhCS.368a2021M";}	
1311.002	Sainio, Jani	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012JCAP...04..038S";}	http://adsabs.harvard.edu/abs/2012JCAP...04..038S
1311.003	Kümmel, Martin; Haase, Jonas	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007ASPC..376..547H";}	
1311.004	Baluev, Roman V.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26C.....2...18B";}	
1311.005	Martin, P. G.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/1995ApJ...444..293K";i:1;s:49:"http://adsabs.harvard.edu/abs/1979ApJ...228..450R";}	
1311.006	CIAO Development Team	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006SPIE.6270E..60F";}	http://adsabs.harvard.edu/abs/2006SPIE.6270E..60F
1311.007	Berry, David S.; Reinhold, K.; Jenness, Tim; Economou, Frossie	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007ASPC..376..425B";}	http://adsabs.harvard.edu/abs/2007ASPC..376..425B
1311.009	Chluba, Jens	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012MNRAS.419.1294C";}	
1311.011	Hahn, Oliver; Abel, Tom	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011MNRAS.415.2101H";}	
1311.012	Hirata, Christopher M.; Gehrels, Neil; Kneib, Jean-Paul; Kruk, Jeffrey; Rhodes, Jason; Wang, Yun; Zoubian, Julien	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012arXiv1204.5151H";}	http://adsabs.harvard.edu/abs/2012arXiv1204.5151H and version number
1312.001	Peck, Luke W.; Fenech, Danielle M.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26C.....2...54P";}	http://adsabs.harvard.edu/abs/2013A%26C.....2...54P
1312.002	Shamir, Lior; Orlov, Nikita; Eckley, D. Mark; Macura, Tomasz; Johnston, Josiah; Goldberg, Ilya	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26C.....2...67S";}	
1312.003	Rowe, Barnaby	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011ApJ...741...46R";}	
1312.004	Weinberg, Martin D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013MNRAS.434.1736W";}	
1312.005	XAssist Development Team	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2003ASPC..295..465P";}	
1312.006	Drory, Niv; Gössl, Claus A.; Snigula, Jan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004ASPC..314..456G";}	
1312.007	Graff, Philip; Feroz, Farhan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.441.1741G";}	http://adsabs.harvard.edu/abs/2014MNRAS.441.1741G and http://adsabs.harvard.edu/abs/2012MNRAS.421..169G
1312.008	Graff, Philip; Feroz, Farhan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012MNRAS.421..169G";}	http://adsabs.harvard.edu/abs/2014MNRAS.441.1741G and http://adsabs.harvard.edu/abs/2012MNRAS.421..169G
1312.009	Drory, Niv	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2003A%26A...397..371D";}	
1312.010	Bland-Hawthorn, Joss; Ellis, Simon	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007MNRAS.377..815E";}	
1312.011	Nurgaliev, Daniyar	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ApJ...779..112N";}	http://adsabs.harvard.edu/abs/2013ApJ...779..112N
1312.012	Hazra, Dhiraj Kumar; Sriramkumar, L.; Martin, Jerome	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013JCAP...05..026H";}	http://adsabs.harvard.edu/abs/2013JCAP...05..026H and http://adsabs.harvard.edu/abs/2015JCAP...02..029S
1312.013	Watkins, Laura L.; den Brok, Mark	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2013MNRAS.436.2598W";}	https://ui.adsabs.harvard.edu/#abs/2013MNRAS.436.2598W
1312.014	Hardy, Stephen J.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...557A.134H";}	
1401.001	Belleman, Robert; Bédorf, Jeroen; Portegies Zwart, Simon F.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007NewA...12..641P";i:1;s:49:"http://adsabs.harvard.edu/abs/2008NewA...13..103B";}	
1401.002	Morley, Steve; Koller, Josef; Welling, Dan; Larsen, Brian; Niehof, Jon	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012GMD.....5..277W";}	
1401.003	Maisala, Sami; Oittinen, Tero	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006ASPC..351..343H";}	
1401.004	ESO Reflex development Team	a:3:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008ASPC..394..638H";i:1;s:49:"http://adsabs.harvard.edu/abs/2011ASPC..442..261B";i:2;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...559A..96F";}	
1401.005	Hack, Warren; Blakeslee, John; Meurer, Gerhardt; Hook, Richard	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2002ASPC..281..197H";}	
1401.006	Aniano, Gonzalo J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011PASP..123.1218A";}	http://adsabs.harvard.edu/abs/2011PASP..123.1218A
1401.009	Fang, Wenjuan; Hu, Wayne; Lewis, Antony	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007PhRvD..76j4043H";}	
1401.010	SunPy Development Team	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2015CS&D....8a4009S";}	Please see citation information here: https://sunpy.org/about.html#acknowledging-sunpy
1402.001	Kawasaki, Wataru	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ASPC..475..255E";}	
1402.002	Beaumont, Chris; Robitaille, Thomas; Borkin, Michelle	a:1:{i:0;s:63:"http://conference.scipy.org/proceedings/scipy2013/beaumont.html";}	
1402.003	Ubeda, Leonardo; Davis, Matt; Diaz, Rosa; Hammer, Derek; Philippe-Lajoie, Charles; Le Blanc, Tommy; Lim, Pey-Lian; Viana, Alex	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013AAS...22124007U";}	
1402.004	Graham, Matthew; Plante, Ray; Tody, Doug; Fitzpatrick, Mike	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2014AAS...22325304P";}	
1402.005	Boch, Thomas	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2017ASPC..512..105B";}	This research has made use of "Aladin sky atlas" developed at CDS, Strasbourg Observatory, France → 2000A&AS..143...33B and 2014ASPC..485..277B.
1402.007	Draper, Peter W.		http://adsabs.harvard.edu/abs/2014A&C.....7..108S
1402.008	Castro-Neves, Margarida; Draper, Peter W.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26C.....7..108S";}	http://adsabs.harvard.edu/abs/2014A&C.....7..108S
1402.009	Rowe, Barney; Jarvis, Mike; Mandelbaum, Rachel	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....10..121R";}	
1402.010	ESO CPL Development Team	a:1:{i:0;s:53:"https://ui.adsabs.harvard.edu/abs/2004ASPC..314..392B";}	
1402.011	Grassi, Tommaso; Bovino, Stefano; Prieto, Joaquín; Seifried, Daniel; Simoncini, Eugenio; Gianturco, Francesco; Schleicher, Dominik	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.439.2386G";}	
1402.012	Newman, Jeffrey A.; Moster, Benjamin P.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2002ApJ...564..567N";}	
1402.013	Cassis Team At Cesr/Irap	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011IAUS..280P.120C";}	Please see citation information here: http://cassis.irap.omp.eu/?page=credits
1402.014	Jørgensen, Jes; Brinch, Christian; Girart, Josep Miquel; Padovani, Marco; Frau, Pau; Schaaf, Reinhold; Kuiper, Rolf; Bertoldi, Frank; Hogerheijde, Michiel; Juhasz, Attila; Vlemmings, Wouter	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011IAUS..270..451P";}	
1402.015	Westmeier, Tobias; Jurek, Russell; Obreschkow, Danail; Koribalski, Bärbel S.; Staveley-Smith, Lister	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.438.1176W";}	
1402.016	Magrini, Laura; Randich, Sofia; Friel, Eileen; Spina, Lorenzo; Jacobson, Heather; Cantat-Gaudin, Tristan; Donati, Paolo; Baglioni, Roberto; Maiorca, Enrico; Bragaglia, Angela; Sordo, Rosanna; Vallenari, Antonella	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...558A..38M";}	
1402.017	Marti-Vidal, I.; Vlemmings, W. H. T.; Muller, S.; Casey, S.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014arXiv1401.4984M";}	
1402.018	Kerzendorf, Wolfgang E.; Sim, Stuart A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.440..387K";}	
1402.019	Inoue, Akio K.; Shimizu, Ikkoh; Iwata, Ikuru	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.442.1805I";}	
1402.020	Bucciantini, N.; Pili, A. G.; Del Zanna, L.		http://adsabs.harvard.edu/abs/2011A&A...528A.101B and http://adsabs.harvard.edu/abs/2014MNRAS.439.3541P
1402.021	Mancone, Conor L.; Gonzalez, Anthony H.; Moustakas, Leonidas A.; Price, Andrew	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013PASP..125.1514M";}	
1402.022	Mesinger, Andrei; Furlanetto, Steven	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007ApJ...669..663M";}	
1402.024	Kotulla, Ralf	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014ASPC..485..375K";}	
1402.025	Labatie, Antoine; Starck, Jean-Luc; Lachièze-Rey, Marc	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010arXiv1009.1232L";i:1;s:49:"http://adsabs.harvard.edu/abs/2012ApJ...760...97L";}	
1402.026	Kilbinger, Martin; Bonnett, Christopher; Coupon, Jean	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2002A%26A...396....1S";}	
1402.027	Machado, D. P.; Leonard, A.; Starck, J.-L.; Abdalla, F. B.; Jouvel, S.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...560A..83M";}	
1402.028	Bull, Phil; Eriksen, Hans Kristian; Gjerløw, Eirik; Gorski, Krzysztof; Jewell, Jeff; Seljebotn, Dag Sverre; Wehus, Ingunn	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014ApJS..210...24S";}	
1402.029	Meisner, Aaron M.; Finkbeiner, Douglas P.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014ApJ...781....5M";}	
1402.031	Dehnen, Walter	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2002JCoPh.179...27D";i:1;s:49:"http://adsabs.harvard.edu/abs/2000ApJ...536L..39D";}	
1402.033	Reinecke, Martin	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...554A.112R";}	
1402.034	Childress, Michael; Vogt, Frédéric; Nielsen, Jon; Sharp, Rob	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014Ap%26SS.349..617C";}	http://adsabs.harvard.edu/abs/2014Ap%26SS.349..617C
1402.035	Zhao, Gong-Bo	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013arXiv1312.1291Z";}	http://arxiv-web3.library.cornell.edu/abs/1312.1291 http://arxiv.org/abs/1106.4543 http://arxiv.org/abs/0809.3791
1403.001	Thompson, A. C.; Vernardos, G.; Fluke, C. J.; Barsdell, B. R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010NewA...15...16T";}	
1403.002	Buton, Clément; Copin, Yannick	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...549A...8B";}	http://adsabs.harvard.edu/abs/2014ascl.soft03002B
1403.003	Carrasco Kind, Matias; Brunner, Robert	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.442.3380C";}	
1403.005	Chan, Chi-kwan; Psaltis, Dimitrios; Ozel, Feryal	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ApJ...777...13C";}	
1403.006	Mezzacappa, Anthony; Hix, Raph; Messor, Bronson; Lentz, Eric; Chertkow, Merek Austin; Parete-Koon, Suzanne; Lingerfelt, Eric	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009JPhCS.180a2018B";}	
1403.007	Chamel, Nicolas; Potekhin, Alexander	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...560A..48P";}	
1403.008	Jenness, Tim; Lightfoot, John	a:1:{i:0;s:53:"http://www.adsabs.harvard.edu/abs/1998ASPC..145..216J";}	http://adsabs.harvard.edu/abs/1998ASPC..145..216J
1403.009	Ali, Babar; Bauer, Otto; Brauher, Jim; Buckley, Mark; Harwood, Andrew; Hur, Min; Khan, Iffat; Li, Jing; Lord, Steve; Lutz, Dieter; Mazzarella, Joe; Molinari, Sergio; Morris, Pat; Narron, Bob; Seidenschwang, Karla; Sidher, Sunil; Sturm, Eckhard; Swinyard, Bruce; Unger, Sarah; Verstraete, Laurent; Vivares, Florence; Wieprecht, Ecki	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1998ASPC..145..161S";}	Acknowledge with "The ISO Spectral Analysis Package (ISAP) is a joint development by the LWS and SWS Instrument Teams and Data Centers. Contributing institutes are CESR, IAS, IPAC, MPE, RAL and SRON."
1403.010	Kipping, David	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013MNRAS.434L..51K";}	
1403.011	Brewer, Brendon J.; Elliott, Tom M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.tmpL...8B";}	
1403.012	Yang, Xiao-lin; Wang, Jian-cheng	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26A...561A.127Y";}	
1403.013	Larsen, Søren S.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/1999A%26AS..139..393L";}	
1403.014	Magnelli, Benjamin	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26A...561A..86M";}	
1403.015	L'Huillier, Benjamin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014NewA...30...79L";}	
1403.016	Levit, Creon; Gazis, Paul R.; Way, Michael J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010PASP..122.1518G";}	
1403.017	Cappellari, Michele	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2002MNRAS.333..400C";}	
1403.018	Cappellari, Michele	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2008MNRAS.390...71C";}	http://adsabs.harvard.edu/abs/2008MNRAS.390...71C
1403.019	Krajnović, Davor	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006MNRAS.366..787K";}	
1403.020	Krajnović, Davor; Maciejewski, Witold	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012MNRAS.427.3427M";}	
1403.021	Warren-Smith, Rodney F.; Draper, Peter W.; Taylor, Mark; Allan, Alasdair	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1993ESOC...47...33D";}	
1403.024	Draper, Peter W.; Gray, Norman; Berry, David S.; Taylor, Mark	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009ASPC..411..575D";}	
1403.025	Wallace, Patrick T.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1994ASPC...61..481W";}	http://adsabs.harvard.edu/abs/1994ASPC...61..481W
1403.026	IAU SOFA Center	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1996ASPC..101..207W";}	Please see citation information here: http://www.iausofa.org/tandc.html#citation
1404.001	Cappellari, Michele	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013MNRAS.432.1709C";}	
1404.002	Alexander, Tal	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1997ASSL..218..163A";}	http://adsabs.harvard.edu/abs/1997ASSL..218..163A
1404.004	SAS development team	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004ASPC..314..759G";}	
1404.005	Li, Dylan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2003ApJ...590..586L";}	
1404.006	Harries, Tim	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2000MNRAS.315..722H";}	
1404.007	Leka, K.D.; Barnes, G.; Crouch, A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009ASPC..415..365L";}	
1404.008	Swinbank, John	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26C.....7...12S";}	http://adsabs.harvard.edu/abs/2014A%26C.....7...12S
1404.009	Kelly, Brandon C.; Becker, Andrew	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014arXiv1402.5978K";}	
1404.010	VandenBerg, Don A.; Bergbusch, Peter A.; Dowler, Patrick D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006ApJS..162..375V";}	
1404.012	Taruya, Atsushi	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012PhRvD..86j3528T";}	
1404.013	Bellini, Andrea; Anderson, Jay; Bedin, L.R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011PASP..123..622B";}	
1404.014	Masters, Dan; Capak, Peter	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011PASP..123..638M";}	http://adsabs.harvard.edu/abs/2011PASP..123..638M
1404.015	Deck, Katherine; Agol, Eric; Holman, Matt; Nesvorny, David	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014ApJ...787..132D";}	http://adsabs.harvard.edu/abs/2014ApJ...787..132D
1404.016	Berry, David S.; Warren-Smith, Rodney F.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26C....15...33B";}	http://adsabs.harvard.edu/abs/2016A&C....15...33B
1404.017	Cushing, Michael; Vacca, Bill; Rayner, John	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004PASP..116..362C";}	
1405.003	Covey, Kevin R.; West, Andrew A.; Bochanski, John J.; Hawley, Suzanne L.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007AJ....134.2398C";}	
1405.004	Rojo, Patricio; Harrington, Joseph	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006ApJ...649..553R";}	
1405.005	Thilker, David A.; Braun, Robert; Walterbos, René A. M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2000AJ....120.3070T";}	
1405.002	Gullikson, Kevin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014AJ....148...53G";}	
1405.001	Clough, Shepard A.; Iacono, Michael J.; Moncet, Jean-Luc	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/1992JGR....9715761C";i:1;s:49:"http://adsabs.harvard.edu/abs/2005JQSRT..91..233C";}	
1405.006	Krist, John E.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007SPIE.6675E..23K";}	http://adsabs.harvard.edu/abs/2007SPIE.6675E..23K
1405.007	Gibson, Sarah E.; Kucera, Therese A.; Casini, Roberto; Dove, James; Forland, Blake; Judge, Philip; Rachmeler, Laurel	a:3:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016FrASS...3....8G";i:1;s:49:"http://adsabs.harvard.edu/abs/2014IAUS..300..414F";i:2;s:49:"http://adsabs.harvard.edu/abs/2013AGUSMSH51A..02F";}	
1405.008	Geckeler, Ralf D.; Schuh, Sonja; Dreizler, Stefan; Deetjen, Jochen; Gleissner, Thomas; Risse, Patrick; Rauch, Thomas; Göhler, Eckart; Hügelmeyer, Simon; Husser, Tim-Oliver; Israel, Holger; Benlloch-Garcia, Sara; Pottschmidt, Katja; Wilms, Jörn	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2003BaltA..12..167S";}	
1405.009	Barth, Aaron J.; Schlegel, David; Finkbeiner, Doug; Colley, Wesley; Liu, Mike; Brauher, Jim; Cunningham, Nathaniel; Perrin, Marshall; Roe, Henry; Weaver, Hal	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2001ASPC..238..385B";}	
1405.010	Jenness, Tim; Privett, Grant; Matthews, Henry; Hohenkerk, Catherine; Barnard, Vicki; Tilanus, Remo; Watt, Graeme; Emerson, Jim	a:1:{i:0;s:55:"https://ui.adsabs.harvard.edu/#abs/2012StaUN.213.....P/";}	
1405.011	Allan, Alasdair; Currie, Malcolm J.	a:1:{i:0;s:53:"http://www.adsabs.harvard.edu/abs/2008ASPC..394..650C";}	
1405.014	Berry, David S.; Gledhill, Tim M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005ASPC..343...71B";}	
1405.015	Davenhall, A.C.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2001ASPC..232..314D";}	
1406.001	Feigelson, E. D.; Nelson, P. I.; Isobe, T.; LaValley, M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1990BAAS...22..917I";}	Please cite one of the following: http://adsabs.harvard.edu/abs/1985ApJ...293..192F, http://adsabs.harvard.edu/abs/1986ApJ...306..490I, or http://adsabs.harvard.edu/abs/1990BAAS...22..917I
1406.002	Marsh, Thomas R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1989PASP..101.1032M";}	
1406.006	Allan, Alasdair	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005ASPC..347..370A";}	
1406.010	Richmond, Michael W.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006PASP..118.1666D";}	
1407.001	Konstantopoulos, Iraklis S.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....10..116K";}	
1406.013	Daly, Phil N.; Beard, Steven M; Lightfoot, John, L.; Bridger, Alan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1992ESOC...41..117P";}	
1406.020	Penny, Alan J.		http://adsabs.harvard.edu/abs/1986MNRAS.220..845P
1407.003	Meyerdierks, Horst	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/1992StarB..10....8M";}	
1406.003	Huege, Tim	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013AIPC.1535..128H";}	
1407.009	Lenz, Patrick; Breger, Michel	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004IAUS..224..786L";i:1;s:49:"http://adsabs.harvard.edu/abs/2005CoAst.146...53L";}	
1406.018	Stutzki, J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1990ApJ...356..513S";}	
1407.008	Foreman-Mackey, Daniel	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014ApJ...795...64F";}	http://adsabs.harvard.edu/abs/2014ApJ...795...64F
1407.010	Judge, Philip G.; Casini, Roberto	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2001ASPC..236..503J";}	
1407.011	Bolton, Adam S.; Burles, Scott	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2007NJPh....9..443B";}	https://ui.adsabs.harvard.edu/#abs/2007NJPh....9..443B
1407.012	Rosales-Ortega, F. F.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011NewA...16..220R";}	http://adsabs.harvard.edu/abs/2011NewA...16..220R
1411.010	Vasiliev, Eugene	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.446.3150V";}	
1408.002	Infrared Space Observatory (ISO) Development Team	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2002SPIE.4847..435L";}	
1408.003	Gabriel, Carlos; Acosta, Jose; Heinrichsen, Ingolf; Skaley, Detlef; Tai, Wai Ming; Morris, Huw; Merluzzi, Paola	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1997ASPC..125..108G";}	http://adsabs.harvard.edu/abs/1997ASPC..125..108G
1407.013	VStar Team	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012JAVSO..40..852B";}	
1406.009	Krumholz, Mark R.; Forbes, John C.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....11....1K";}	
1407.004	Dawson, William A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ApJ...772..131D";}	
1407.005	Ofek, Eran O.		http://adsabs.harvard.edu/abs/2014ascl.soft07005O
